"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"EHDSDataSet","EHDSDataSet.authorship","EHDSDataSet.authorship","","","",1,*,"","","","Base {[]} {[]}
","Authorship","Document/resource authoring details","","","","","","","","","",,,,,"",,,,"EHDSDataSet.authorship",1,*,"",""
"EHDSDataSet","EHDSDataSet.authorship.author","EHDSDataSet.authorship.author","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Author","Author by whom the resource was/were authored. Multiple authors could be provided.","","","","","","","","","",,,,,"#A.1.6.1
",,,,"EHDSDataSet.authorship.author",1,1,"",""
"EHDSDataSet","EHDSDataSet.authorship.datetime","EHDSDataSet.authorship.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of the issuing the document/resource by its author.","","","","","","","","","",,,,,"#A.1.6.2
",,,,"EHDSDataSet.authorship.datetime",1,1,"",""
"EHDSDataSet","EHDSDataSet.lastUpdate","EHDSDataSet.lastUpdate","","","",0,1,"","","","dateTime {[]} {[]}
","Date and time of the last update to the data object","Date and time of the last update to the document/information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.lastUpdate",0,1,"",""
"EHDSDataSet","EHDSDataSet.status","EHDSDataSet.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Status of the information","Status of the information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.status",1,1,"",""
"EHDSDataSet","EHDSDataSet.version","EHDSDataSet.version","","","",0,1,"","","","string {[]} {[]}
","Version","Business version of the data object.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.version",0,1,"",""
"EHDSDataSet","EHDSDataSet.language","EHDSDataSet.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Language","Language in which the information is written. Language is expressed by the IETF language tag.","","","","","","","","","",,"preferred","BCP 47","","#A.1.9.12
",,,,"EHDSDataSet.language",0,1,"",""
"EHDSDataSet","EHDSDataSet.presentation","EHDSDataSet.presentation","","","",1,*,"","","","Base {[]} {[]}
","Presentation form","The presentation of the data, e.g. a PDF document, a video, a text file, etc. In case of unstructured data, this is the actual content.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.presentation",1,*,"",""
"EHDSDataSet","EHDSDataSet.presentation.author","EHDSDataSet.presentation.author","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Author","Author by whom the resource was/were authored. Multiple authors could be provided.","","","","","","","","","",,,,,"#A.1.6.1
",,,,"EHDSDataSet.presentation.author",1,1,"",""
"EHDSDataSet","EHDSDataSet.presentation.datetime","EHDSDataSet.presentation.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of the issuing the document/resource by its author.","","","","","","","","","",,,,,"#A.1.6.2
",,,,"EHDSDataSet.presentation.datetime",1,1,"",""
"EHDSDocument","EHDSDocument","EHDSDocument","","","",0,*,"","","","null {[]} {[]}
","EHDS document","Common elements for all EHDS document exchange.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSDocument","EHDSDocument.identifier","EHDSDocument.identifier","","","",1,*,"","","","Identifier {[]} {[]}
","Document ID","Unique identifier of the data object","","","","","","","","","",,,,,"",,,,"EHDSDataSet.identifier",0,*,"",""
"EHDSDocument","EHDSDocument.subject","EHDSDocument.subject","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSPerson {[]} {[]}
","Subject","Patient/subject information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.subject",0,1,"",""
"EHDSDocument","EHDSDocument.country","EHDSDocument.country","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Country","Country of the data exchange initiator.","","","","","","","","","",,"preferred","ISO 3166","","",,,,"EHDSDataSet.country",0,1,"",""
"EHDSDocument","EHDSDocument.relatedPerson","EHDSDocument.relatedPerson","","","",0,*,"","","","BackboneElement {[]} {[]}
","Related person","Patient/subject guardian and related person information","","Some roles for the related person are essential for data access control. For example, the role of the guardian is essential for the data access control of a minor patient.","","","","","","","",,,,,"#A.1.2
",,,,"EHDSDataSet.relatedPerson",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"EHDSDocument","EHDSDocument.relatedPerson.id","EHDSDocument.relatedPerson.id","","","",0,1,"","","","id {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"ele-1
",""
"EHDSDocument","EHDSDocument.relatedPerson.extension","EHDSDocument.relatedPerson.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"","value:url}
","Extensions are always sliced by (at least) url",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EHDSDocument","EHDSDocument.relatedPerson.modifierExtension","EHDSDocument.relatedPerson.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and managable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R5/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"EHDSDocument","EHDSDocument.relatedPerson.person","EHDSDocument.relatedPerson.person","","","",0,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSPerson {[]} {[]}
","Identification and description of the person","Identification and description of the contact person for that patient. This includes relatives, guardians, caring persons etc.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.relatedPerson.person",0,1,"",""
"EHDSDocument","EHDSDocument.relatedPerson.relationship","EHDSDocument.relatedPerson.relationship","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Relationship","The nature of the relationship between the patient and the related person.","","Some roles for the related person are essential for data access control. For example, the role of the guardian is essential for the data access control of a minor patient.","","","","","","","",,"preferred","HL7 RoleCode","","#C.13.3
",,,,"EHDSDataSet.relatedPerson.relationship",0,1,"",""
"EHDSDocument","EHDSDocument.authorship","EHDSDocument.authorship","","","",1,*,"","","","Base {[]} {[]}
","Authorship","Document/resource authoring details","","","","","","","","","",,,,,"",,,,"EHDSDataSet.authorship",1,*,"",""
"EHDSDocument","EHDSDocument.authorship.author","EHDSDocument.authorship.author","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Author","Author by whom the resource was/were authored. Multiple authors could be provided.","","","","","","","","","",,,,,"#A.1.6.1
",,,,"EHDSDataSet.authorship.author",1,1,"",""
"EHDSDocument","EHDSDocument.authorship.datetime","EHDSDocument.authorship.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of the issuing the document/resource by its author.","","","","","","","","","",,,,,"#A.1.6.2
",,,,"EHDSDataSet.authorship.datetime",1,1,"",""
"EHDSDocument","EHDSDocument.lastUpdate","EHDSDocument.lastUpdate","","","",0,1,"","","","dateTime {[]} {[]}
","Date and time of the last update to the data object","Date and time of the last update to the document/information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.lastUpdate",0,1,"",""
"EHDSDocument","EHDSDocument.status","EHDSDocument.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Status of the information","Status of the information","","","","","","","","","",,,,,"",,,,"EHDSDataSet.status",1,1,"",""
"EHDSDocument","EHDSDocument.version","EHDSDocument.version","","","",0,1,"","","","string {[]} {[]}
","Version","Business version of the data object.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.version",0,1,"",""
"EHDSDocument","EHDSDocument.language","EHDSDocument.language","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Language","Language in which the information is written. Language is expressed by the IETF language tag.","","","","","","","","","",,"preferred","BCP 47","","#A.1.9.12
",,,,"EHDSDataSet.language",0,1,"",""
"EHDSDocument","EHDSDocument.presentation","EHDSDocument.presentation","","","",1,*,"","","","Base {[]} {[]}
","Presentation form","The presentation of the data, e.g. a PDF document, a video, a text file, etc. In case of unstructured data, this is the actual content.","","","","","","","","","",,,,,"",,,,"EHDSDataSet.presentation",1,*,"",""
"EHDSDocument","EHDSDocument.presentation.author","EHDSDocument.presentation.author","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Author","Author by whom the resource was/were authored. Multiple authors could be provided.","","","","","","","","","",,,,,"#A.1.6.1
",,,,"EHDSDataSet.presentation.author",1,1,"",""
"EHDSDocument","EHDSDocument.presentation.datetime","EHDSDocument.presentation.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","Date and time of authoring/issuing","Date and time of the issuing the document/resource by its author.","","","","","","","","","",,,,,"#A.1.6.2
",,,,"EHDSDataSet.presentation.datetime",1,1,"",""
"EHDSDocument","EHDSDocument.documentType","EHDSDocument.documentType","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Document type","Identifies the type of document at hand, e.g. Hospital discharge report.","","","","","","","","","",,"preferred","LOINC","","",,,,"EHDSDocument.documentType",1,1,"",""
"EHDSDocument","EHDSDocument.eventType","EHDSDocument.eventType","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Event type","Categorization of the event covered by the document (e.g. laboratory study types, imaging study types including modality, etc.). Selection of such tags or labels depends on the use case and agreement betwen data sharing parties. This meta-data element serves primarily for searching and filtering purpuses.","","","","","","","","","",,"preferred","LOINC, SNOMED CT, dicom-cid-33-Modality","","",,,,"EHDSDocument.eventType",0,*,"",""
"EHDSDocument","EHDSDocument.documentTitle","EHDSDocument.documentTitle","","","",1,1,"","","","string {[]} {[]}
","Document title","Document title, such as Hospital Discharge Report, Laboratory Result Report, etc.","","","","","","","","","",,,,,"",,,,"EHDSDocument.documentTitle",1,1,"",""
"EHDSDocument","EHDSDocument.documentStatus","EHDSDocument.documentStatus","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Document status","The status of the Hospital discharge report. E.g., preliminary, final.","","","","","","","","","",,"preferred","hl7:CompositionStatus","","",,,,"EHDSDocument.documentStatus",1,1,"",""
"EHDSDocument","EHDSDocument.period","EHDSDocument.period","","","",0,1,"","","","Period {[]} {[]}
","Period","Time of service that is being documented","","","","","","","","","",,,,,"",,,,"EHDSDocument.period",0,1,"",""
"EHDSDocument","EHDSDocument.issuedDateTime","EHDSDocument.issuedDateTime","","","",1,1,"","","","dateTime {[]} {[]}
","Report date and time","Date and time of the report creation.","","","","","","","","","",,,,,"",,,,"EHDSDocument.issuedDateTime",1,1,"",""
"EHDSDocument","EHDSDocument.attestation","EHDSDocument.attestation","","","",0,*,"","","","Base {[]} {[]}
","Attestation","Document attestation details","","","","","","","","","",,,,,"",,,,"EHDSDocument.attestation",0,*,"",""
"EHDSDocument","EHDSDocument.attestation.attester","EHDSDocument.attestation.attester","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Attester","Attester who validated the document. Mulitple attesters could be provided.","","","","","","","","","",,,,,"",,,,"EHDSDocument.attestation.attester",1,1,"",""
"EHDSDocument","EHDSDocument.attestation.datetime","EHDSDocument.attestation.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","DateTime","Date and time of the approval of the document by Attester.","","","","","","","","","",,,,,"",,,,"EHDSDocument.attestation.datetime",1,1,"",""
"EHDSDocument","EHDSDocument.legalAuthentication","EHDSDocument.legalAuthentication","","","",0,1,"","","","Base {[]} {[]}
","Legal authentication","Document legal authentication","","","","","","","","","",,,,,"",,,,"EHDSDocument.legalAuthentication",0,1,"",""
"EHDSDocument","EHDSDocument.legalAuthentication.legalAuthenticator","EHDSDocument.legalAuthentication.legalAuthenticator","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSHealthProfessional {[]} {[]}
","Legal authenticator","The person taking responsibility for the medical content of the document","","","","","","","","","",,,,,"",,,,"EHDSDocument.legalAuthentication.legalAuthenticator",1,1,"",""
"EHDSDocument","EHDSDocument.legalAuthentication.datetime","EHDSDocument.legalAuthentication.datetime","","","",1,1,"","","","dateTime {[]} {[]}
","DateTime","Date and time when the document was authorized.","","","","","","","","","",,,,,"",,,,"EHDSDocument.legalAuthentication.datetime",1,1,"",""
"EHDSDocument","EHDSDocument.authorSpecialty","EHDSDocument.authorSpecialty","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Specialty","Additional details about where the content was created (e.g. clinical specialty)","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDocument.authorSpecialty",0,*,"",""
"EHDSDocument","EHDSDocument.custodian","EHDSDocument.custodian","","","",1,1,"","","","https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSOrganization {[]} {[]}
","Document custodian","Organisation that is in charge of maintaining the document/report.","","","","","","","","","",,,,,"",,,,"EHDSDocument.custodian",1,1,"",""
"EHDSDocument","EHDSDocument.documentFormat","EHDSDocument.documentFormat","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Document format","An identifier of the document constraints, encoding, structure, and template that the document conforms to beyond the base format indicated in the mimeType.","","","","","","","","","",,"preferred","HL7 Document Format Codes","","",,,,"EHDSDocument.documentFormat",0,1,"",""
"EHDSDocument","EHDSDocument.knowledgeResources","EHDSDocument.knowledgeResources","","","",0,*,"","","","Base {[]} {[]}
","Related documents and information sources","Related documents and information sources","","","","","","","","","",,,,,"",,,,"EHDSDocument.knowledgeResources",0,*,"",""
"EHDSDocument","EHDSDocument.knowledgeResources.externalReference","EHDSDocument.knowledgeResources.externalReference","","","",0,*,"","","","Reference {[]} {[]}
","...","...","","","","","","","","","",,,,,"",,,,"EHDSDocument.knowledgeResources.externalReference",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional","EHDSHealthProfessional","","","",0,*,"","","","null {[]} {[]}
","Health professional model","Health professional (HP) ","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.personalIdentifier","EHDSHealthProfessional.personalIdentifier","","","",1,*,"","","","Identifier {[]} {[]}
","Personal identifier","An identifier of the patient that is unique within a defined scope. Example: National ID (birth number) or National patient identifier for the Czech patient. Multiple identifiers could be provided. ","","","","","","","","","",,,,,"",,,,"EHDSPerson.personalIdentifier",1,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.name","EHDSHealthProfessional.name","","","",0,*,"","","","Base {[]} {[]}
","Name","Name of the health professional that has been treating or taking responsibility for the patient.[the structure of the name will be the same as for the patient (given name, family name / surname)]","","","","","","","","","",,,,,"",,,,"EHDSPerson.name",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.dateOfBirth","EHDSHealthProfessional.dateOfBirth","","","",0,1,"","","","dateTime {[]} {[]}
","Date of birth","The date of birth of the patient [ISO TS 22220]. As age of the patient might be important for correct interpretation of the test result values, complete date of birth should be provided.","","","","","","","","","",,,,,"",,,,"EHDSPerson.dateOfBirth",0,1,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.administrativeGender","EHDSHealthProfessional.administrativeGender","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Administrative gender","This field must contain a recognized valid value for ""administrative gender"". If different, ""physiological gender"" should be communicated elsewhere. ","","","","","","","","","",,"preferred","HL7 Administrative Gender","","",,,,"EHDSPerson.administrativeGender",0,1,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.address","EHDSHealthProfessional.address","","","",0,1,"","","","Base {[]} {[]}
","Address","Mailing and home or office addresses. The addresses are always sequences of address parts (e.g. street address line, country, postcode, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code; if this attribute is not present it is assumed to be the default address useful for any purpose.","","","","","","","","","",,,,,"",,,,"EHDSPerson.address",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.telecom","EHDSHealthProfessional.telecom","","","",0,*,"","","","Base {[]} {[]}
","Telecom","Telecommunication contact information (addresses) associated with a person, such as phone number, email, or messaging service. Multiple telecommunication addresses might be provided.","","","","","","","","","",,,,,"",,,,"EHDSPerson.telecom",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.maritalStatus","EHDSHealthProfessional.maritalStatus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Marital status","Marital (civil) status of a person","","","","","","","","","",,"preferred","HL7 marital-status","","",,,,"EHDSPerson.maritalStatus",0,1,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.citizenship","EHDSHealthProfessional.citizenship","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Citizenship (nationality)","Citizenship/nationality of the person.","","","","","","","","","",,"preferred","ISO 3166-1-2","","",,,,"EHDSPerson.citizenship",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.communicationLanguage","EHDSHealthProfessional.communicationLanguage","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Communication language","The language which can be used to communicate with the patient about his or her health.","","","","","","","","","",,"preferred","BCP 47","","",,,,"EHDSPerson.communicationLanguage",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.identifier","EHDSHealthProfessional.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier","An identifier of the health professional that is unique within a defined scope. Example: National health professional ID. Multiple identifiers could be provided.","","","","","","","","","",,,,,"#C.2.1
",,,,"EHDSHealthProfessional.identifier",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.role","EHDSHealthProfessional.role","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Role","Health professional role. Multiple roles could be provided.","","","","","","","","","",,"preferred","ISCO, SNOMED CT","","#C.2.5
",,,,"EHDSHealthProfessional.role",0,*,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.organization","EHDSHealthProfessional.organization","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSOrganization]]}
","Organization","The organization where this role is available","","","","","","","","","",,,,,"#C.2.6
",,,,"EHDSHealthProfessional.organization",0,1,"",""
"EHDSHealthProfessional","EHDSHealthProfessional.specialty","EHDSHealthProfessional.specialty","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Specialty","The specialty of a practitioner that describes the functional role they are practicing at a given organization","","","","","","","","","",,,,,"#C.2.7
",,,,"EHDSHealthProfessional.specialty",0,*,"",""
"EHDSOrganization","EHDSOrganization","EHDSOrganization","","","",0,*,"","","","null {[]} {[]}
","Organization model","Health organization","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSOrganization","EHDSOrganization.identifier","EHDSOrganization.identifier","","","",0,*,"","","","Identifier {[]} {[]}
","Identifier","Health provider organisation identifier","","","","","","","","","",,,,,"",,,,"EHDSOrganization.identifier",0,*,"",""
"EHDSOrganization","EHDSOrganization.type","EHDSOrganization.type","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Type","Kind of organization","","","","","","","","","",,"preferred","HL7 organization_type","","",,,,"EHDSOrganization.type",0,*,"",""
"EHDSOrganization","EHDSOrganization.name","EHDSOrganization.name","","","",0,1,"","","","string {[]} {[]}
","Name","Health provider organisation name","","","","","","","","","",,,,,"",,,,"EHDSOrganization.name",0,1,"",""
"EHDSOrganization","EHDSOrganization.address","EHDSOrganization.address","","","",0,*,"","","","Base {[]} {[]}
","Address","Mailing and home or office addresses. The addresses are always sequences of address parts (e.g. street address line, country, postcode, city) even if postal address formats may vary depending on the country. An address may or may not include a specific use code; if this attribute is not present it is assumed to be the default address useful for any purpose.","","","","","","","","","",,,,,"",,,,"EHDSOrganization.address",0,*,"",""
"EHDSOrganization","EHDSOrganization.telecom","EHDSOrganization.telecom","","","",0,*,"","","","Base {[]} {[]}
","Telecom","Telecommunication contact information (addresses) associated with a person, such as phone number, email, or messaging service. Multiple telecommunication addresses might be provided.","","","","","","","","","",,,,,"",,,,"EHDSOrganization.telecom",0,*,"",""
"EHDSOrganization","EHDSOrganization.partOf","EHDSOrganization.partOf","","","",0,1,"","","","Reference {[]} {[CanonicalType[https://www.xt-ehr.eu/specifications/fhir/StructureDefinition/EHDSOrganization]]}
","Part of","The organization of which this organization forms a part","","","","","","","","","",,,,,"",,,,"EHDSOrganization.partOf",0,1,"",""
"EHDSPerson","EHDSPerson","EHDSPerson","","","",0,*,"","","","null {[]} {[]}
","Person","EHDS refined base model for Patient/subject information","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"EHDSPerson","EHDSPerson.personalIdentifier","EHDSPerson.personalIdentifier","","","",1,*,"","","","Identifier {[]} {[]}
","Personal identifier","An identifier of the patient that is unique within a defined scope. Example: National ID (birth number) or National patient identifier for the Czech patient. Multiple identifiers could be provided. ","","","","","","","","","",,,,,"",,,,"EHDSPerson.personalIdentifier",1,*,"",""
"EHDSPerson","EHDSPerson.name","EHDSPerson.name","","","",0,*,"","","","Base {[]} {[]}
","Name","Name associated with the patient/subject. Name might consist of name parts, e.g. Given name or names, family name/surname, name prefix etc.","","","","","","","","","",,,,,"",,,,"EHDSPerson.name",0,*,"",""
